file_name,word_count1, avg_sentence_length1, sentence_count1, difficult_words1, avg_syllables_per_word1, poly_syllable_count1,Avg_wordLength1, Avg_SentLenghtByCh1, Avg_SentLenghtByWord1,CountSpecialCharacter1, CountPuncuation1,CountFunctionalWords1, AvgWordFrequencyClass1,typeTokenRatio1, BrunetsMeasureW1,YulesCharacteristicK1, ShannonEntropy1,SimpsonsIndex1, smog_index1, gunning_fog1,flesch_reading_ease1, dale_chall_readability_score1
138.txt,1300,12.264150943396226,106,105,1.1,101,5.273291925465839,63.808510638297875,12.02127659574468,0.0013134132326383188,0.02380561484156953,0.5932055749128919,3.7029616724738674,0.33593141075604055,60.43762463279739,937.5948475761512,7.694021753767158,0.9884230639541418,8.7,10.136429608127722,101.33,5.52

139.txt,1337,14.22340425531915,94,85,1.0,91,4.680384087791495,107.18181818181819,20.0,0.001176668347621449,0.030425281559926038,0.5264505119453925,3.395051194539249,0.2993298585256888,55.732235311412914,814.3368006616269,7.687303446734492,0.9911848628545947,8.7,10.232368433616067,107.8,5.35

14.txt,593,10.981481481481481,54,50,0.9,48,4.449848024316109,79.90322580645162,14.387096774193548,0.0,0.03749501396090946,0.6633858267716536,2.9940944881889764,0.3583617747440273,33.03597029086688,1204.8174096348193,6.931764705765826,0.9867213343894143,8.5,9.76527387421148,119.55,5.51

140.txt,1457,8.373563218390805,174,149,1.0,142,4.466750313676286,36.09493670886076,6.8924050632911396,0.01228878648233487,0.06059054446151221,0.5772217428817946,3.936151855047455,0.32503556187766713,62.9072033877247,1041.5393354033893,7.726286255939587,0.9858000986497502,8.3,9.44002240472077,113.74,5.67

141.txt,1338,14.08421052631579,95,94,1.0,94,4.872592592592593,81.35135135135135,15.054054054054054,0.0004923682914820286,0.026095519448547513,0.5278934221482098,3.6577851790174853,0.33407738095238093,62.45037817588607,936.0781086535575,7.823608263932328,0.9898709408825979,8.8,10.443848635040517,107.94,5.44

142.txt,811,9.32183908045977,87,79,1.0,73,4.412416851441241,57.49152542372882,10.915254237288135,0.0005797101449275362,0.0327536231884058,0.4659248956884562,2.467315716272601,0.3907203907203907,47.55801057326974,1256.0328535421434,7.513930870817895,0.9913645150917593,8.4,9.625159799878112,112.77,5.64

143.txt,813,8.934065934065934,91,84,1.1,79,5.202247191011236,57.246153846153845,10.2,0.005812417437252312,0.03038309114927345,0.622478386167147,2.5605187319884726,0.3946078431372549,47.81526033101516,1307.501930918785,7.602840657122075,0.9924439953258397,8.5,9.706467702039658,104.71,5.71

144.txt,1414,9.684931506849315,146,135,0.9,128,4.327608982826948,37.267605633802816,7.267605633802817,0.00865561694290976,0.06427255985267034,0.59391771019678,3.70304114490161,0.2807017543859649,51.547899718484935,793.8402654881417,7.338023512235293,0.9836884191779989,8.5,9.692925926643547,120.86,5.62

145.txt,833,17.72340425531915,47,47,1.1,47,5.495495495495495,121.75757575757575,21.545454545454547,0.0019753086419753087,0.02148148148148148,0.6792963464140731,2.8227334235453316,0.47911547911547914,58.26080891514989,1802.8239163115866,7.9163027687190635,0.9930544095698061,8.8,11.346264463232103,95.79,5.41

146.txt,1331,16.23170731707317,82,73,1.0,72,4.402962962962963,82.23880597014926,17.0,0.003945480631276901,0.03353658536585366,0.4807017543859649,3.4719298245614034,0.3166167664670659,58.65075940644155,905.309325946445,7.676899681576311,0.989701646565932,8.5,10.686522145461876,105.76,5.31

147.txt,1193,12.557894736842105,95,85,1.0,84,4.5,60.76543209876543,12.283950617283951,0.00739704118352659,0.03478608556577369,0.5425742574257426,2.797029702970297,0.28942953020134227,48.401886244472834,774.8456033722184,7.516470436369825,0.9904836668007733,8.5,9.873115983588477,109.49,5.38

148.txt,2623,14.735955056179776,178,174,1.1,166,4.9880701754385965,116.45631067961165,20.87378640776699,0.0009093163594279573,0.02380755559229561,0.6643952299829642,3.5306643952299828,0.32041442824251726,106.78983568084166,860.2377172641764,8.345566406051612,0.9912639935428097,8.6,10.547832270279764,98.82,5.41

149.txt,1454,12.867256637168142,113,108,1.1,107,5.418666666666667,71.71578947368421,13.052631578947368,0.0021717098595627625,0.025191834370928045,0.5476753349093775,3.7825059101654848,0.3715083798882682,73.58398305729658,1139.048946167971,8.087489495218444,0.9913093844230162,8.7,10.118016822680188,100.71,5.45

15.txt,1246,12.585858585858587,99,89,1.0,92,4.786666666666667,86.23076923076923,16.06153846153846,0.0022935779816513763,0.02858151023288638,0.555045871559633,3.4706422018348624,0.3069544364508393,53.879555514038174,821.8500126252,7.6090724272779395,0.9903657087977354,8.6,9.891486291486292,109.46,5.39

150.txt,618,7.536585365853658,82,66,1.0,59,4.604105571847508,36.285714285714285,6.942857142857143,0.0019179133103183737,0.05063291139240506,0.5757009345794393,3.4074766355140187,0.4523809523809524,44.702017808899114,1864.2676216263428,7.438909412793646,0.9898281353915083,8.0,9.286478806535639,114.59,5.7

151.txt,1813,10.602339181286549,171,162,1.0,154,4.619098712446352,63.00826446280992,11.685950413223141,0.0011621900826446281,0.03447830578512397,0.5168682367918523,3.5989815404201146,0.3174778761061947,76.8846372879922,878.243108603139,8.033445216012943,0.9910722611667687,8.6,9.815122103843908,111.47,5.57

152.txt,2291,12.943502824858758,177,159,1.0,151,4.819073083778966,52.45652173913044,10.070652173913043,0.00315200813421454,0.043213014743263854,0.540497617787189,3.101641079936474,0.31380381713271194,92.50374277491159,883.289367744662,8.451388248316132,0.994512162295538,8.4,9.953481444216747,109.1,5.37

153.txt,1194,13.568181818181818,88,87,1.1,84,5.669421487603306,73.91025641025641,12.974358974358974,0.002909962341663814,0.024649092776446422,0.648936170212766,3.370406189555126,0.3852040816326531,64.37368757447148,1213.7237222631684,8.042306911823152,0.99317868183597,8.7,10.341845591594335,100.0,5.46

154.txt,4813,17.375451263537904,277,269,1.2,269,5.376556776556777,106.5945945945946,18.806306306306308,0.0011722838601632825,0.01888214360477287,0.6470588235294118,4.354772259098191,0.28690401832188217,163.41955400260568,681.3018813074764,8.882240764423047,0.9916648640899042,8.8,11.185792389894697,87.68,5.38

155.txt,833,8.414141414141413,99,87,1.0,83,4.89760348583878,46.554054054054056,8.445945945945946,0.0062535531552018195,0.05685048322910745,0.6622222222222223,3.3866666666666667,0.4188351920693928,50.93547724136968,1728.2633744855966,7.471221485181666,0.9872777228266842,8.4,9.543327634083937,113.69,5.7

156.txt,669,10.619047619047619,63,61,1.0,58,4.891534391534392,53.94444444444444,9.851851851851851,0.0013490725126475548,0.04148397976391231,0.6597222222222222,3.25,0.4381679389312977,44.497358304505916,1658.1669560185185,7.420257972993352,0.9902294685990338,8.6,9.894853726243861,111.46,5.6

157.txt,1543,13.188034188034187,117,107,1.1,99,4.915934755332497,76.88505747126437,14.724137931034482,0.01107011070110701,0.03690036900369004,0.5628502802241794,2.988791032826261,0.3056105610561056,63.22914043330095,908.2686485457381,7.8565762324999,0.9921206195725811,8.4,10.049030914358198,100.39,5.39

158.txt,2148,10.478048780487805,205,170,1.0,165,4.603071948261924,48.89617486338798,9.19672131147541,0.007230499561787906,0.05740578439964943,0.6476566911349521,4.328627893845285,0.2908834586466165,81.268304445172,852.4694072038976,8.013840656900387,0.9866103928005181,8.3,9.356955080165326,111.6,5.41

159.txt,1912,12.415584415584416,154,150,1.1,147,4.855327468230694,76.84070796460178,13.823008849557523,0.0003411416875142142,0.02592676825108028,0.5401038661281016,3.0357761107905366,0.3338509316770186,85.79559147491888,914.2443501108285,8.32023599867346,0.9939278161060463,8.7,10.104309080041299,101.17,5.49

16.txt,229,9.956521739130435,23,15,1.0,20,4.637037037037037,102.5,17.6,0.0,0.0367504835589942,0.4131455399061033,1.7089201877934272,0.3900414937759336,16.94181126351301,1362.604421521303,6.0375105346072795,0.9840552750465055,8.5,8.602696031896716,112.13,5.16

160.txt,1444,15.361702127659575,94,93,1.1,91,5.105555555555555,85.64935064935065,16.103896103896105,0.00149902563333833,0.024584020386748614,0.5745341614906833,3.6793478260869565,0.36622654621264766,72.59337887947233,1082.2306238185256,8.062021309677743,0.9916412090325134,8.7,10.72085813638239,98.18,5.42

161.txt,1001,10.880434782608695,92,91,1.2,87,5.637426900584796,73.04615384615384,12.984615384615385,0.0006234413965087282,0.026184538653366583,0.7523148148148148,3.1770833333333335,0.4350515463917526,61.49900536728963,1619.9952846364883,7.8166867596894,0.9912155057722845,8.7,9.988537549407116,94.27,5.61

162.txt,153,10.2,15,15,1.0,15,5.36231884057971,111.16666666666667,21.0,0.0,0.028273809523809524,0.5590551181102362,2.322834645669291,0.656934306569343,17.924576084751973,3290.966581933164,6.133028856060371,0.9882514685664292,8.8,10.00156862745098,111.88,5.69

163.txt,6702,7.712313003452244,869,636,1.0,711,5.061466458658346,56.434,11.336,0.0021590750800947207,0.038097228026187493,0.6910894867391719,4.0740316733447814,0.18381192805301358,134.95958488752257,380.8937362606438,8.59103719960027,0.9921524503656577,8.3,8.8808070277014,114.41,5.52

164.txt,2955,14.775,200,197,1.1,192,5.312337662337662,76.48618784530387,13.779005524861878,0.0011409013120365088,0.024671990872789505,0.6390395042602633,3.5557707203718047,0.29096530401923737,107.025941645785,712.1338756486695,8.429554353811804,0.9923323962784707,8.7,10.576666666666668,98.78,5.42

165.txt,304,8.216216216216216,37,34,0.9,29,4.728395061728395,46.44444444444444,8.777777777777779,0.0,0.0515625,0.5846774193548387,2.713709677419355,0.4931506849315068,25.54308878988564,2214.4901144641,6.624977010247672,0.9878216011492752,8.2,9.760170697012803,122.36,5.81

166.txt,1805,9.209183673469388,196,179,0.9,168,4.525272547076313,58.666666666666664,10.527131782945736,0.0018191268191268192,0.034043659043659046,0.4952015355086372,2.9187460012795907,0.3009491903964266,72.7228243552353,828.6146897484168,7.952888620166985,0.9915024375298496,8.4,9.650432472157839,121.35,5.66

167.txt,4171,14.73851590106007,283,279,1.0,275,4.772145902415916,74.51219512195122,14.626016260162602,0.0005383580080753701,0.02465679676985195,0.5845070422535211,3.9769772481040087,0.24219695136704572,120.99333387147878,533.2075795048648,8.433095422569918,0.9909982790266388,8.8,10.571023718371762,107.28,5.42

168.txt,2630,12.64423076923077,208,198,1.1,195,5.310441485634198,59.22439024390244,10.697560975609756,0.0008101758081503687,0.03856436846795755,0.6335707925200356,3.4933214603739984,0.31760154738878144,105.07190132728599,882.479111970306,8.388506674911751,0.9919992384382431,8.7,10.069099151798774,100.94,5.45

169.txt,120,5.714285714285714,21,19,0.8,17,2.8636363636363638,44.2,8.1,0.0,0.06208425720620843,0.25203252032520324,2.065040650406504,0.4068965517241379,11.39399406815882,1750.2809174433207,5.2650790044439315,0.968812475009996,8.3,10.61904761904762,133.36,6.42

17.txt,396,7.471698113207547,53,47,1.0,48,4.525581395348837,38.45238095238095,7.119047619047619,0.0012077294685990338,0.04891304347826087,0.46846846846846846,2.15015015015015,0.44529262086513993,29.412157207695365,1732.3629936242548,6.892260605279197,0.9901769239118636,8.6,9.736153992757767,114.65,5.88

170.txt,3796,14.111524163568774,269,265,1.1,255,5.318893528183716,87.07960199004975,15.771144278606965,0.0009038016155453877,0.028356775687736542,0.6642268984446478,4.26318999695029,0.2743740010655301,126.10166204467197,698.6952281009363,8.487081032368593,0.9896825268347524,8.7,10.43702273181318,99.45,5.44

171.txt,204,7.555555555555555,27,22,1.0,22,5.085714285714285,48.88235294117647,8.764705882352942,0.0,0.049586776859504134,0.515527950310559,2.2732919254658386,0.5549738219895288,20.039735609648012,2747.579182901894,6.314911963346408,0.9884316770186335,8.3,9.335947712418301,114.57,5.71

172.txt,3989,12.087878787878788,330,319,1.1,314,4.936531007751938,61.89895470383275,11.40766550522648,0.0016065591933964877,0.026314331615976953,0.5338088445078459,4.192582025677604,0.2815975733063701,135.976154126415,698.1621934021298,8.584994886296963,0.9908262169503449,8.7,10.033948206051491,101.51,5.5

173.txt,330,15.714285714285714,21,21,1.0,20,4.594936708860759,86.375,17.6875,0.0,0.03364352183249821,0.4709897610921502,2.726962457337884,0.4567901234567901,25.321413608395478,1683.6538573541916,6.546000378567878,0.9837767076534667,8.7,10.831168831168831,106.29,5.42

174.txt,1447,15.23157894736842,95,94,1.1,92,5.1,85.6103896103896,16.103896103896105,0.0014997000599880025,0.02459508098380324,0.5745341614906833,3.676242236024845,0.36527777777777776,72.45373057352717,1079.264881756105,8.059882421865504,0.9916387959866221,8.8,10.691111191939767,98.31,5.42

175.txt,2152,18.551724137931036,116,115,1.1,114,5.321428571428571,111.68888888888888,20.033333333333335,0.002859678532689084,0.02425796272556947,0.6595174262734584,3.8541554959785524,0.3506927854753942,96.51154212800083,1021.2910320637682,8.371568948576519,0.9918863408852938,8.8,11.558236123573902,94.95,5.4

176.txt,1203,11.794117647058824,102,96,1.0,90,4.787610619469026,77.72463768115942,13.840579710144928,0.0003682563063892469,0.029644632664334376,0.5495829471733086,3.2455977757182577,0.3642329778506973,62.97869812637514,1142.5813040427197,7.845743175300232,0.9908129736012696,8.5,9.909667008948219,110.26,5.48

177.txt,116,8.285714285714286,14,14,1.0,14,6.711111111111111,121.25,21.75,0.0,0.0389344262295082,0.896551724137931,2.9310344827586206,0.6145833333333334,12.501376767424304,3424.4946492271106,5.2222903705799055,0.9615076182838813,8.8,10.141871921182267,113.83,5.95

178.txt,375,9.868421052631579,38,37,0.9,35,4.215,65.22727272727273,12.454545454545455,0.0,0.04601648351648352,0.5098684210526315,2.0953947368421053,0.3287671232876712,20.260528031289617,1133.7863573407203,6.1800823954623505,0.9825864165363905,8.6,9.894035087719299,120.68,5.68

179.txt,240,11.428571428571429,21,21,1.0,19,4.305555555555555,95.72727272727273,17.454545454545453,0.0,0.03386641580432737,0.5515695067264574,2.10762331838565,0.5296442687747036,24.01070383694164,2364.81730981922,6.585155422289748,0.9891730295317739,8.6,10.071428571428573,110.64,5.58

18.txt,357,7.0,51,43,0.9,42,5.1005291005291005,44.27272727272727,7.7272727272727275,0.006697923643670462,0.046215673141326186,0.5464684014869888,2.524163568773234,0.4177215189873418,22.84836362892009,1545.031163195644,6.422905700326069,0.9849359152194418,8.3,9.617927170868349,123.59,5.89

