word_count1, avg_sentence_length1, sentence_count1, difficult_words1, avg_syllables_per_word1, poly_syllable_count1,Avg_wordLength1, Avg_SentLenghtByCh1, Avg_SentLenghtByWord1,CountSpecialCharacter1, CountPuncuation1,CountFunctionalWords1, AvgWordFrequencyClass1,typeTokenRatio1, BrunetsMeasureW1,YulesCharacteristicK1, ShannonEntropy1,SimpsonsIndex1, smog_index1, gunning_fog1,flesch_reading_ease1, dale_chall_readability_score1,0
933,26.65714285714286,35,35,1.2,35,5.787321063394683,138.5151515151515,24.0,0.0065005417118093175,0.01820151679306609,0.6772616136919315,3.3838630806845966,0.4894795127353267,64.68449451129626,1922.0951572503752,8.022462276842342,0.9926770072391988,8.8,14.163393048537745,78.26,1.91,2
935,28.333333333333332,33,33,1.3,33,6.11787072243346,173.89285714285714,27.964285714285715,0.006305939788445891,0.016883645240032545,0.696969696969697,3.4909090909090907,0.5005537098560354,66.38935922962072,2035.0707070707072,8.062177466695687,0.9929302736098853,8.8,14.745098039215685,68.1,1.96,2
1172,17.492537313432837,67,66,1.1,66,5.438030560271647,92.59322033898304,16.440677966101696,0.0028933092224231465,0.02531645569620253,0.6106280193236715,3.123671497584541,0.4101027397260274,68.39805267002507,1419.2909986230718,7.98541725234528,0.9922817443631504,8.8,11.249574652335593,96.02,5.39,2
1218,23.423076923076923,52,52,1.2,52,5.546296296296297,121.26530612244898,20.816326530612244,0.0036672778796466078,0.020836806134355727,0.6688014638609332,3.4217749313815187,0.4460016488046167,76.44052411186526,1613.8798927551104,8.237056611941227,0.9933610153189293,8.8,13.076948339017305,81.54,1.84,2
768,28.444444444444443,27,27,1.3,27,6.112469437652812,165.0,27.208333333333332,0.0047488127968008,0.01699575106223444,0.7343065693430657,3.512408759124088,0.46380697050938335,52.505438614387096,1740.4869732004902,7.620651239448703,0.989127929312332,8.8,14.784027777777778,67.98,1.97,2
975,28.676470588235293,34,34,1.3,34,5.907235621521336,183.07142857142858,30.321428571428573,0.003872216844143272,0.015101645692158761,0.7310734463276836,3.465536723163842,0.4445606694560669,62.16558123898598,1532.126783491334,7.8818351910943925,0.9910320321088018,8.8,14.865460030165913,67.75,1.97,2
1186,24.708333333333332,48,48,1.2,48,5.4281150159744405,137.14634146341464,24.195121951219512,0.005284481240091597,0.02096177558569667,0.6676300578034682,3.184971098265896,0.39372822299651566,64.48188730231612,1242.0506309376635,7.856743793342017,0.990854751831558,8.8,13.5022203485104,80.24,1.86,2
1028,25.7,40,40,1.3,40,6.2251908396946565,149.65714285714284,24.942857142857143,0.008130081300813009,0.017394592550576668,0.7058823529411765,3.3868778280542986,0.463265306122449,65.86083394362034,1718.689216027518,8.049309314134202,0.9930461251492495,8.8,13.836420233463038,70.77,1.89,2
1011,25.923076923076923,39,39,1.2,39,5.697318007662835,142.11428571428573,24.742857142857144,0.004782781984854523,0.01853328019131128,0.7366071428571429,3.408482142857143,0.448692152917505,64.40627210622986,1633.0018335459183,7.895351579842409,0.991011572226656,8.8,13.912257475462225,79.0,1.89,2
1128,25.636363636363637,44,44,1.2,44,5.640677966101695,150.75,26.333333333333332,0.004928806133625411,0.020080321285140562,0.6676706827309237,3.3002008032128516,0.4178019981834696,65.73676339344739,1435.6824889921131,7.858015101697582,0.990526931847995,8.8,13.814829142488717,79.29,1.89,2
746,24.866666666666667,30,30,1.1,30,5.7371428571428575,111.03333333333333,19.066666666666666,0.01956135151155898,0.027267338470657973,0.6460481099656358,2.8127147766323026,0.44964539007092197,48.82297067926513,1948.7842609322045,7.592171162019401,0.9915242708684517,8.8,13.555245755138518,88.54,1.87,2
939,22.902439024390244,41,40,1.2,40,5.663201663201663,142.90625,24.90625,0.003682842287694974,0.019714038128249567,0.6913875598086124,3.436602870813397,0.4538545059717698,61.502874329436644,1697.477163984341,7.8422917935771865,0.9908661146606309,8.8,12.864915971843425,82.07,1.81,2
886,22.15,40,40,1.3,40,5.980728051391863,122.54054054054055,20.81081081081081,0.004143947655398037,0.01657579062159215,0.68625,3.525,0.482837528604119,62.50624823437114,1941.90625,7.812906492425861,0.9894023779724656,8.8,12.6658690744921,74.37,1.81,2
823,25.71875,32,32,1.2,32,5.915458937198068,143.32142857142858,24.035714285714285,0.00740009866798224,0.020226936359151456,0.7514044943820225,3.3398876404494384,0.4213197969543147,49.9126235135546,1439.1727685898245,7.5331958421489364,0.9896924730163246,8.8,13.842785540704739,79.21,1.89,2
754,30.16,25,25,1.4,25,6.553524804177545,157.12,25.36,0.007312153303076148,0.016893595562279373,0.77947932618683,3.462480857580398,0.47164591977869985,51.658723381940014,1786.0786240440516,7.639206741494162,0.9898909234397166,8.8,15.390259946949602,57.78,2.02,2
1147,22.49019607843137,51,51,1.2,50,5.619354838709677,123.82222222222222,21.42222222222222,0.006382978723404255,0.01879432624113475,0.7287128712871287,3.296039603960396,0.4262589928057554,67.77247059103485,1487.1875306342515,7.907957071077391,0.9910057011647646,8.8,12.774631177667231,82.49,1.82,2
662,23.642857142857142,28,27,1.2,27,5.935483870967742,142.5,23.916666666666668,0.005499276410998553,0.017945007235890015,0.8082191780821918,2.844178082191781,0.4945736434108527,49.2676418120176,1944.4900544192155,7.636162842802042,0.9916703869921756,8.7,13.088562796719897,81.32,1.82,2
1168,20.49122807017544,57,57,1.1,57,5.264802631578948,112.27659574468085,19.638297872340427,0.006556762832521544,0.028287748220307232,0.5588822355289421,3.9830339321357284,0.414612676056338,67.4162999766488,1468.9383707634631,7.939982505675914,0.9902233495047866,8.8,12.148546022590724,92.98,1.79,2
1083,28.5,38,38,1.5,38,6.416534181240063,181.78787878787878,28.060606060606062,0.003475670307845084,0.013902681231380337,0.7336024217961655,3.7891019172552975,0.39869281045751637,60.7113104790438,1203.0983187741133,7.774875804117063,0.990033534130406,8.8,14.803508771929826,51.01,1.97,2
1106,25.72093023255814,43,43,1.4,43,6.584717607973422,150.8,23.775,0.004768168365669187,0.015948701085169353,0.7425641025641025,3.8666666666666667,0.3914656771799629,60.27370415613177,1248.1472715318869,7.696298054131863,0.9870710261675354,8.8,13.843525800075696,62.29,1.89,2
1170,26.59090909090909,44,44,1.3,44,5.938879456706282,151.6578947368421,25.526315789473685,0.005324630711095843,0.022157334249398832,0.722879684418146,3.416173570019724,0.4279437609841828,69.61193216724722,1526.8878696279698,8.050811665051373,0.9919624759779669,8.8,14.140637140637143,69.87,1.91,2
964,28.352941176470587,34,34,1.4,34,6.165735567970205,158.3125,25.46875,0.005870841487279843,0.019569471624266144,0.7478890229191797,3.395657418576598,0.4556149732620321,62.32385105418736,1736.1595131838758,7.966593002929643,0.9927711054002553,8.8,14.751964852330975,59.62,1.96,2
897,24.243243243243242,37,37,1.3,37,5.809210526315789,131.6764705882353,23.058823529411764,0.004637809187279152,0.014796819787985865,0.6269938650306749,3.247852760736196,0.4113636363636364,53.53124422857836,1348.6695020512627,7.542505475266357,0.9884204338192069,8.8,13.34724155593721,72.25,1.85,2
1099,24.977272727272727,44,44,1.2,43,5.389513108614232,151.91176470588235,27.61764705882353,0.0019212295869356388,0.019980787704130643,0.6108324974924775,3.8134403209628887,0.4140767824497258,64.85824252313674,1404.6150487571038,7.813777606442635,0.989720164509593,8.8,13.592364959880882,79.96,1.87,2
1015,22.065217391304348,46,46,1.2,46,5.415983606557377,132.61111111111111,23.666666666666668,0.0037344398340248964,0.02033195020746888,0.6717892425905598,3.1481888035126233,0.3921765295887663,56.765362817737845,1250.4563687387113,7.7060640330165455,0.9911267656602454,8.8,12.638894838295139,82.92,1.81,2
851,24.314285714285713,35,35,1.3,35,5.902654867256637,143.13333333333333,23.666666666666668,0.003693444136657433,0.017774699907663897,0.7536041939711664,3.4141546526867628,0.43937575030012005,54.36431705671858,1540.1026162506078,7.649227304686482,0.9902305789757931,8.8,13.370837669968104,72.18,1.86,2
1100,32.35294117647059,34,34,1.2,33,5.661261261261261,174.0,30.93548387096774,0.0029438822447102114,0.01895124195032199,0.6561866125760649,4.074036511156186,0.4250229990800368,66.26817127241797,1480.1747795711976,7.8751170121901914,0.9874960101316914,8.8,16.17754010695187,72.48,2.09,2
1136,26.41860465116279,43,43,1.2,43,5.637729549248748,162.41176470588235,28.08823529411765,0.0039497307001795335,0.021903052064631955,0.6457085828343313,3.802395209580838,0.4073741007194245,64.95600952819544,1383.102059354345,7.8091132852437655,0.9892422946315161,8.8,14.081526367507372,78.5,1.91,2
1113,24.733333333333334,45,44,1.1,44,5.604414261460102,153.31428571428572,26.6,0.0064659153888786255,0.019397746166635876,0.6786447638603696,3.9455852156057496,0.4368568755846586,66.96736754509486,1528.4670424886895,7.93585229204542,0.9907502569373073,8.8,13.474645103324349,88.67,1.85,2
1169,30.763157894736842,38,38,1.3,38,5.961165048543689,176.47058823529412,29.794117647058822,0.002977667493796526,0.01687344913151365,0.7277039848197343,4.097722960151803,0.4560487380330722,74.8281580562998,1722.8125258795444,8.09250416789719,0.9907429932730375,8.8,15.605519787492685,65.63,2.04,2
894,27.9375,32,32,1.3,32,5.896,162.64285714285714,26.607142857142858,0.006740595781691672,0.01761252446183953,0.7148337595907929,3.4820971867007673,0.4718066743383199,60.31803689059541,1828.4809753991667,7.876697814230243,0.9918459840652846,8.8,14.606767337807606,68.5,1.95,2
1043,19.67924528301887,53,53,1.4,53,6.751401869158879,107.15094339622641,17.264150943396228,0.003481894150417827,0.017409470752089137,0.8669574700109052,3.462377317339149,0.44597249508840864,65.65356165717398,1643.4273726972287,7.914876471250494,0.9903639645131028,8.8,11.90429638741656,68.42,5.41,2
1072,22.333333333333332,48,48,1.3,48,5.826241134751773,130.9268292682927,22.463414634146343,0.0044288614135449345,0.017899981546410777,0.5913865546218487,3.225840336134454,0.43183984747378457,64.85759014364024,1460.1943718663936,7.999343686372859,0.9926857178202512,8.8,12.724378109452736,74.19,1.81,2
1039,23.613636363636363,44,44,1.3,44,5.698305084745763,136.89473684210526,23.263157894736842,0.004190476190476191,0.018285714285714287,0.7097826086956521,3.733695652173913,0.5350444225074038,78.81016280818697,2529.702268431002,8.313937087585655,0.9931967639683966,8.8,13.139391022836646,72.89,1.84,2
1110,24.666666666666668,45,45,1.3,44,6.170812603648424,134.95238095238096,21.88095238095238,0.006460625109132181,0.019207263837960536,0.7716371220020855,3.5213764337851927,0.46211412535079516,70.9055816193916,1765.7861802081375,8.089300764282893,0.9920128178056039,8.8,13.488288288288288,71.82,1.86,2
1053,31.90909090909091,33,33,1.3,33,6.01015228426396,201.22222222222223,33.148148148148145,0.004933308971313722,0.01717522382605518,0.7451612903225806,3.479569892473118,0.48627450980392156,71.80932626088152,2032.6511735460747,8.071654227374166,0.9922381564174682,8.8,16.01719761719762,64.47,2.08,2
705,26.11111111111111,27,27,1.3,27,5.953367875647668,169.95238095238096,27.952380952380953,0.006662965019433648,0.017490283176013324,0.7110754414125201,3.5457463884430176,0.5073099415204678,52.50253440760916,2077.402100847914,7.656342128149121,0.9901111208600641,8.8,13.976359338061465,70.35,1.9,2
918,27.818181818181817,33,33,1.3,32,5.965591397849463,150.43333333333334,25.166666666666668,0.00922671353251318,0.019551845342706504,0.6984732824427481,3.1157760814249365,0.40635641316685583,52.772203413636554,1347.46744880187,7.637198472124783,0.9913032203691998,8.8,14.565181224004753,68.62,1.95,2
746,24.866666666666667,30,30,1.1,30,5.249258160237389,130.3846153846154,24.26923076923077,0.0037956204379562043,0.021313868613138685,0.5565610859728507,3.229260935143288,0.3702185792349727,41.37899194694277,1152.174061410154,7.227378719641885,0.9872865716121447,8.8,13.555245755138518,88.54,1.87,2
1025,21.80851063829787,47,47,1.2,47,5.5680933852140075,107.42222222222222,18.91111111111111,0.006136224176723257,0.01963591736551442,0.5717391304347826,3.116304347826087,0.41935483870967744,61.37266513387677,1441.446124763705,7.75989037981004,0.9904693192032928,8.8,12.557550596782564,83.18,1.81,2
949,29.65625,32,32,1.2,32,5.607142857142857,152.41379310344828,25.06896551724138,0.015901455767077268,0.02374020156774916,0.6721938775510204,3.360969387755102,0.4497816593886463,60.4449695044107,1846.7890982923782,7.818610850835345,0.9914118904266688,8.8,15.211288198103269,75.21,2.0,2
1034,23.5,44,43,1.2,42,5.261818181818182,139.88571428571427,24.8,0.0034440842787682334,0.021677471636952998,0.6203208556149733,3.4631016042780747,0.3910939012584705,57.865259494282,1227.9905058766335,7.705238601419523,0.9899323248863493,8.7,13.063442940038687,81.46,1.82,2
1110,28.46153846153846,39,39,1.3,39,6.1138613861386135,180.71875,29.375,0.003434655675768504,0.018031942297784646,0.7121364092276831,3.2246740220661985,0.4524680073126143,70.79618313329819,1642.0575668831973,8.124282535843891,0.9933757094576904,8.8,14.79002079002079,67.97,1.97,2
708,18.63157894736842,38,38,1.1,38,5.728021978021978,112.23333333333333,18.6,0.008218373936014088,0.026416201937188143,0.6362126245847176,2.7325581395348837,0.47007299270072994,48.87772135311434,1831.1056169357955,7.636619296577247,0.9925649941128021,8.8,11.5995242343146,94.86,5.41,2
702,30.52173913043478,23,23,1.3,23,6.281081081081081,177.33333333333334,29.571428571428573,0.0037293553542887587,0.014118273841236016,0.6876971608832808,3.170347003154574,0.4310595065312046,45.07560343292023,1356.9146871796913,7.520238528393779,0.9914781646657796,8.8,15.519236962715224,65.88,2.03,2
958,21.772727272727273,44,44,1.3,44,5.806390977443609,117.8048780487805,19.75609756097561,0.005733005733005733,0.017813267813267815,0.6851415094339622,3.0966981132075473,0.40879828326180256,55.88561037247903,1333.882164471342,7.706638652899784,0.9913011516785102,8.8,12.546251660656672,74.76,1.81,2
924,25.666666666666668,36,36,1.2,36,5.526104417670683,266.0,44.588235294117645,0.005937981086430614,0.018253793710138553,0.7069377990430622,3.3456937799043063,0.46145374449339205,61.205636940511546,1707.521576886976,7.785938992086985,0.9904735982580294,8.8,13.825108225108227,79.26,1.89,2
1058,25.19047619047619,42,42,1.4,42,6.37037037037037,145.87179487179486,23.153846153846153,0.004006968641114983,0.01794425087108014,0.7322751322751323,3.4232804232804233,0.432793136320305,65.36533530176105,1477.5846140925505,7.98250042816054,0.9919200071742444,8.8,13.664092177513727,62.83,1.88,2
1127,22.54,50,50,1.2,50,5.708609271523179,124.45454545454545,21.227272727272727,0.0050578034682080926,0.018966763005780346,0.637948717948718,3.5035897435897434,0.474025974025974,73.64106134429107,1839.568704799474,8.19105639278288,0.992930026851998,8.8,12.790622892635316,82.44,1.82,2
917,17.634615384615383,52,51,1.0,51,4.813905930470348,105.6842105263158,19.05263157894737,0.004927322000492732,0.025622074402562207,0.5223325062034739,2.5843672456575684,0.4131403118040089,54.66608220640294,1462.9423246248668,7.712607491003657,0.9921581924386973,8.8,11.278491737270365,104.34,5.39,2
838,27.933333333333334,30,30,1.3,30,6.062355658198614,187.6086956521739,30.91304347826087,0.004374856090260189,0.016117890858853328,0.7417218543046358,2.622516556291391,0.451338199513382,55.0544045793024,1575.439673698522,7.765466432671622,0.9928258998366328,8.8,14.605314240254575,68.5,1.95,2
1037,19.942307692307693,52,52,1.3,52,5.86013986013986,111.04255319148936,18.340425531914892,0.004737540269092288,0.019708167519423916,0.7060737527114967,3.4045553145336225,0.45401174168297453,66.9196474995289,1680.8221305188663,8.0121865864501,0.9923218420042348,8.8,11.982708997848825,76.61,5.42,2
884,28.516129032258064,31,31,1.3,30,6.164,185.64,29.16,0.004919786096256685,0.017754010695187165,0.7309644670050761,3.1192893401015227,0.43815028901734104,56.05069451455019,1498.267154526012,7.762635367393999,0.992079412276911,8.7,14.809166545029923,67.91,1.97,2
1110,28.46153846153846,39,39,1.1,39,5.333333333333333,143.61111111111111,26.055555555555557,0.005166475315729047,0.01951779563719862,0.6202020202020202,3.32020202020202,0.41214351425942963,64.48956626408489,1366.4115906540148,7.916239962412162,0.9916822420361349,8.8,14.79002079002079,84.89,1.97,2
1137,20.672727272727272,55,55,1.1,55,5.608552631578948,116.91304347826087,19.391304347826086,0.007904411764705882,0.024816176470588234,0.6732365145228216,3.2136929460580914,0.4315886134067952,67.50456079135678,1589.913224634562,8.00552270495551,0.9926233287229138,8.8,12.204007355880707,92.79,1.79,2
831,20.26829268292683,41,41,1.1,40,5.3341404358353515,105.82857142857142,18.285714285714285,0.009078771695594125,0.024833110814419225,0.6908831908831908,2.6096866096866096,0.42803030303030304,51.0884043762678,1509.6062531959967,7.6275517422184205,0.9918431544679761,8.8,12.080842945613574,93.2,1.78,2
985,22.906976744186046,43,43,1.2,43,5.581081081081081,142.1764705882353,25.0,0.0026661197703035273,0.01907301066447908,0.7410313901345291,3.204035874439462,0.4294478527607362,61.35748554055087,1459.2591847815158,7.943590051105028,0.9930898421182427,8.8,12.908983591075435,82.06,1.83,2
887,26.08823529411765,34,34,1.3,34,6.0063157894736845,135.03030303030303,22.424242424242426,0.0066607460035523975,0.022202486678507993,0.8383311603650587,3.4563233376792697,0.49942196531791905,63.50483073796588,2164.956339486205,7.963027973155111,0.9924938981008371,8.8,13.968552291266,70.38,1.9,2
924,23.1,40,40,1.2,40,5.394891944990177,127.34285714285714,22.0,0.003777777777777778,0.020888888888888887,0.6229116945107399,2.626491646778043,0.43058568329718006,58.509722321470726,1474.1599785829426,7.8673066213551905,0.9931223856083352,8.8,12.971601731601732,81.87,1.83,2
1216,25.872340425531913,47,47,1.2,47,5.921898928024502,138.36363636363637,23.25,0.0040703353956366,0.019211983067404754,0.7163053722902922,3.4260131950989634,0.45012787723785164,74.61352833414048,1667.8022351897139,8.102128235810468,0.9917415040990166,8.8,13.894988801791712,79.05,1.89,2
796,26.533333333333335,30,30,1.3,30,6.133995037220844,132.33333333333334,22.233333333333334,0.008223274358335409,0.01794168950909544,0.7198838896952104,3.548621190130624,0.48488830486202367,55.82502387756718,1984.3655536620456,7.7228230266831,0.990249603402302,8.8,14.120871021775546,69.92,1.91,2
1413,21.73846153846154,65,64,1.2,63,5.737974683544304,120.70689655172414,20.448275862068964,0.007911839502684374,0.020203447301497597,0.7621000820344545,3.458572600492207,0.45007235890014474,86.80672184050509,1851.1252987124158,8.253173856361789,0.991873335569412,8.8,12.507132669170886,83.25,1.79,2
857,27.64516129032258,31,31,1.1,31,5.370892018779343,175.08695652173913,31.130434782608695,0.003942828979793002,0.021439132577624444,0.6141935483870967,3.230967741935484,0.4406580493537015,55.73991202942958,1615.8834547346514,7.701055445338672,0.991104442777361,8.8,14.504972334098694,85.72,1.94,2
772,19.794871794871796,39,38,1.3,38,5.790973871733967,120.375,19.46875,0.008224106913389874,0.020560267283474685,0.7802690582959642,3.602391629297459,0.5,57.30746617997209,2200.996065340814,7.820514106786426,0.9915863340583407,8.8,11.886860635047164,76.76,1.76,2
928,33.142857142857146,28,28,1.4,28,6.217973231357552,197.12,31.64,0.005845595646039105,0.014714775246926022,0.7536407766990292,3.3240291262135924,0.46205357142857145,60.74168032867923,1662.5035347346593,7.91043470099705,0.9927007514539513,8.8,16.464039408866995,54.76,2.12,2
846,15.962264150943396,53,53,1.1,53,5.0925,85.02222222222223,16.155555555555555,0.0033505154639175256,0.022422680412371134,0.6055776892430279,3.1606905710491366,0.4142857142857143,51.7552270713172,1400.5068702613187,7.5268102453877646,0.9896265999830466,8.8,10.890815825861992,97.57,5.42,2
